categoria,nome_produto,preco_casanova,preco_medio_mercado,gap_pct
Decoração,Produto Decoração 80,213.43,244.05,-12.55
Cozinha,Produto Cozinha 128,156.53,179.07,-12.59
Jardim,Produto Jardim 16,522.3,597.64,-12.61
Decoração,Produto Decoração 94,697.38,798.01,-12.61
Banheiro,Produto Banheiro 45,755.82,865.32,-12.65
Cozinha,Produto Cozinha 128,156.53,179.2,-12.65
Jardim,Produto Jardim 83,90.39,103.52,-12.68
Iluminação,Produto Iluminação 116,678.67,777.26,-12.68
Decoração,Produto Decoração 44,624.22,714.96,-12.69
Jardim,Produto Jardim 107,559.39,640.79,-12.7
Banheiro,Produto Banheiro 17,69.32,79.41,-12.71
Cozinha,Produto Cozinha 128,156.53,179.35,-12.72
Jardim,Produto Jardim 102,149.96,171.86,-12.74
Decoração,Produto Decoração 44,624.22,715.46,-12.75
Móveis,Produto Móveis 110,557.44,639.15,-12.78
Banheiro,Produto Banheiro 17,69.32,79.49,-12.79
Decoração,Produto Decoração 94,697.38,799.63,-12.79
Banheiro,Produto Banheiro 108,609.67,699.08,-12.79
Banheiro,Produto Banheiro 108,609.67,699.05,-12.79
Outros,Produto Jardim 4,63.5,72.84,-12.82
Banheiro,Produto Banheiro 141,758.15,869.64,-12.82
Banheiro,Produto Banheiro 142,328.61,376.96,-12.83
Banheiro,Produto Banheiro 45,755.82,867.17,-12.84
Banheiro,Produto Banheiro 17,69.32,79.57,-12.88
Jardim,Produto Jardim 16,522.3,599.58,-12.89
Banheiro,Produto Banheiro 17,69.32,79.59,-12.9
Jardim,Produto Jardim 83,90.39,103.84,-12.95
Jardim,Produto Jardim 83,90.39,103.85,-12.96
Jardim,Produto Jardim 102,149.96,172.29,-12.96
Iluminação,Produto Iluminação 116,678.67,779.71,-12.96
Decoração,Produto Decoração 44,624.22,717.3,-12.98
Decoração,Produto Decoração 89,591.93,680.19,-12.98
Jardim,Produto Jardim 104,99.73,114.6,-12.98
Banheiro,Produto Banheiro 45,755.82,868.77,-13.0
Cozinha,Produto Cozinha 128,156.53,179.95,-13.01
Jardim,Produto Jardim 16,522.3,600.5,-13.02
Banheiro,Produto Banheiro 141,758.15,871.59,-13.02
Jardim,Produto Jardim 53,772.82,888.82,-13.05
Decoração,Produto Decoração 89,591.93,680.94,-13.07
Jardim,Produto Jardim 83,90.39,104.2,-13.25
Jardim,Produto Jardim 102,149.96,172.87,-13.25
Jardim,Produto Jardim 53,772.82,891.39,-13.3
Decoração,Produto Decoração 80,213.43,246.17,-13.3
Jardim,Produto Jardim 83,90.39,104.27,-13.31
Decoração,Produto Decoração 80,213.43,246.3,-13.35
Decoração,Produto Decoração 94,697.38,805.09,-13.38
Decoração,Produto Decoração 94,697.38,805.09,-13.38
Decoração,Produto Decoração 44,624.22,720.74,-13.39
Decoração,Produto Decoração 36,659.82,761.89,-13.4
Jardim,Produto Jardim 104,99.73,115.18,-13.41
Banheiro,Produto Banheiro 142,328.61,379.55,-13.42
Banheiro,Produto Banheiro 141,758.15,875.8,-13.43
Jardim,Produto Jardim 53,772.82,892.88,-13.45
Decoração,Produto Decoração 89,591.93,684.09,-13.47
Decoração,Produto Decoração 94,697.38,806.45,-13.52
Jardim,Produto Jardim 83,90.39,104.53,-13.53
Banheiro,Produto Banheiro 21,116.9,135.22,-13.55
Banheiro,Produto Banheiro 45,755.82,874.29,-13.55
Decoração,Produto Decoração 89,591.93,684.82,-13.56
Jardim,Produto Jardim 104,99.73,115.4,-13.58
Jardim,Produto Jardim 53,772.82,894.83,-13.63
Decoração,Produto Decoração 44,624.22,722.92,-13.65
Jardim,Produto Jardim 53,772.82,894.97,-13.65
Jardim,Produto Jardim 102,149.96,173.67,-13.65
Banheiro,Produto Banheiro 21,116.9,135.4,-13.66
Banheiro,Produto Banheiro 142,328.61,380.77,-13.7
Decoração,Produto Decoração 80,213.43,247.38,-13.72
Banheiro,Produto Banheiro 142,328.61,380.97,-13.74
Cozinha,Produto Cozinha 128,156.53,181.55,-13.78
Banheiro,Produto Banheiro 141,758.15,879.36,-13.78
Jardim,Produto Jardim 16,522.3,605.84,-13.79
Decoração,Produto Decoração 89,591.93,687.11,-13.85
Banheiro,Produto Banheiro 141,758.15,880.29,-13.87
Decoração,Produto Decoração 80,213.43,247.84,-13.88
Cozinha,Produto Cozinha 128,156.53,181.79,-13.9
Jardim,Produto Jardim 83,90.39,105.0,-13.91
Jardim,Produto Jardim 53,772.82,897.8,-13.92
Banheiro,Produto Banheiro 45,755.82,878.16,-13.93
Banheiro,Produto Banheiro 142,328.61,381.94,-13.96
Decoração,Produto Decoração 94,697.38,811.57,-14.07
Cozinha,Produto Cozinha 49,451.48,525.48,-14.08
Banheiro,Produto Banheiro 17,69.32,80.69,-14.09
Jardim,Produto Jardim 53,772.82,899.6,-14.09
Iluminação,Produto Iluminação 116,678.67,790.01,-14.09
Iluminação,Produto Iluminação 116,678.67,790.14,-14.11
Cozinha,Produto Cozinha 49,451.48,526.03,-14.17
Jardim,Produto Jardim 104,99.73,116.19,-14.17
Jardim,Produto Jardim 104,99.73,116.19,-14.17
Decoração,Produto Decoração 89,591.93,690.27,-14.25
Jardim,Produto Jardim 16,522.3,609.83,-14.35
Jardim,Produto Jardim 102,149.96,175.08,-14.35
Banheiro,Produto Banheiro 45,755.82,882.6,-14.36
Cozinha,Produto Cozinha 49,451.48,527.17,-14.36
Jardim,Produto Jardim 16,522.3,609.93,-14.37
Iluminação,Produto Iluminação 116,678.67,792.64,-14.38
Iluminação,Produto Iluminação 116,678.67,792.61,-14.38
Iluminação,Produto Iluminação 116,678.67,792.8,-14.4
Banheiro,Produto Banheiro 141,758.15,885.64,-14.4
Decoração,Produto Decoração 80,213.43,249.6,-14.49
Banheiro,Produto Banheiro 141,758.15,886.68,-14.5
Banheiro,Produto Banheiro 141,758.15,887.06,-14.53
Jardim,Produto Jardim 104,99.73,116.71,-14.55
Decoração,Produto Decoração 94,697.38,816.3,-14.57
Decoração,Produto Decoração 89,591.93,693.11,-14.6
Decoração,Produto Decoração 80,213.43,249.95,-14.61
Banheiro,Produto Banheiro 142,328.61,384.9,-14.62
Banheiro,Produto Banheiro 142,328.61,384.93,-14.63
Iluminação,Produto Iluminação 116,678.67,795.08,-14.64
Jardim,Produto Jardim 102,149.96,175.69,-14.65
Jardim,Produto Jardim 83,90.39,105.93,-14.67
Iluminação,Produto Iluminação 116,678.67,795.42,-14.68
Jardim,Produto Jardim 83,90.39,105.97,-14.7
Jardim,Produto Jardim 104,99.73,116.94,-14.72
Banheiro,Produto Banheiro 21,116.9,137.09,-14.73
Iluminação,Produto Iluminação 116,678.67,795.93,-14.73
Jardim,Produto Jardim 102,149.96,175.95,-14.77
Banheiro,Produto Banheiro 45,755.82,887.22,-14.81
Jardim,Produto Jardim 104,99.73,117.07,-14.81
Banheiro,Produto Banheiro 142,328.61,385.8,-14.82
Jardim,Produto Jardim 104,99.73,117.09,-14.83
Decoração,Produto Decoração 36,659.82,774.88,-14.85
Banheiro,Produto Banheiro 142,328.61,385.91,-14.85
Jardim,Produto Jardim 83,90.39,106.23,-14.91
Jardim,Produto Jardim 83,90.39,106.25,-14.93
Banheiro,Produto Banheiro 142,328.61,386.27,-14.93
Jardim,Produto Jardim 104,99.73,117.26,-14.95
Banheiro,Produto Banheiro 141,758.15,891.47,-14.96
Jardim,Produto Jardim 102,149.96,176.49,-15.03
Jardim,Produto Jardim 102,149.96,176.7,-15.13
Jardim,Produto Jardim 102,149.96,176.74,-15.15
Jardim,Produto Jardim 102,149.96,176.78,-15.17
Decoração,Produto Decoração 36,659.82,777.89,-15.18
Jardim,Produto Jardim 102,149.96,176.86,-15.21
Jardim,Produto Jardim 83,90.39,106.66,-15.25
Banheiro,Produto Banheiro 45,755.82,892.53,-15.32
Banheiro,Produto Banheiro 45,755.82,892.73,-15.34
Decoração,Produto Decoração 36,659.82,780.0,-15.41
Decoração,Produto Decoração 36,659.82,781.08,-15.52
Banheiro,Produto Banheiro 142,328.61,389.02,-15.53
Banheiro,Produto Banheiro 142,328.61,389.17,-15.56
Banheiro,Produto Banheiro 141,758.15,898.12,-15.58
Banheiro,Produto Banheiro 141,758.15,898.95,-15.66
Jardim,Produto Jardim 83,90.39,107.3,-15.76
Decoração,Produto Decoração 36,659.82,783.31,-15.77
Banheiro,Produto Banheiro 45,755.82,897.29,-15.77
Jardim,Produto Jardim 102,149.96,178.21,-15.85
Banheiro,Produto Banheiro 141,758.15,901.02,-15.86
Jardim,Produto Jardim 102,149.96,178.47,-15.97
Banheiro,Produto Banheiro 142,328.61,391.05,-15.97
Banheiro,Produto Banheiro 142,328.61,391.97,-16.16
Banheiro,Produto Banheiro 142,328.61,391.99,-16.17
